,ID,Gender,Car,Reality,inc,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,wkphone,phone,email,famsize,begin_month,dep_value,target,ChldNo_0,ChldNo_1,ChldNo_2More,gp_inc_high,gp_inc_low,gp_inc_medium,Age,gp_Age_high,gp_Age_highest,gp_Age_low,gp_Age_lowest,gp_Age_medium,worktm,gp_worktm_high,gp_worktm_highest,gp_worktm_low,gp_worktm_lowest,gp_worktm_medium,famsizegp_1,famsizegp_2,famsizegp_3more,inctp_Commercial associate,inctp_State servant,inctp_Working,occyp_Laborwk,occyp_Other,occyp_hightecwk,occyp_officewk,houtp_Co-op apartment,houtp_House / apartment,houtp_Municipal apartment,houtp_Office apartment,houtp_Rented apartment,houtp_With parents,edutp_Higher education,edutp_Incomplete higher,edutp_Lower secondary,edutp_Secondary / secondary special,famtp_Civil marriage,famtp_Married,famtp_Separated,famtp_Single / not married,famtp_Widow
263,5009154.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-28.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
264,5009155.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-27.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
265,5009156.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-17.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
266,5009157.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-55.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
267,5009158.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-43.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
268,5009159.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-14.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
269,5009160.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-21.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
270,5009161.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-23.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
271,5009162.0,0.0,0.0,0.0,18.0,-19575.0,-2901.0,1.0,0,0,0,2,-56.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
324,5009242.0,0.0,0.0,0.0,7.425,-19082.0,-5243.0,1.0,0,1,0,1,-34.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
325,5009243.0,0.0,0.0,0.0,7.425,-19082.0,-5243.0,1.0,0,1,0,1,-7.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
326,5009244.0,0.0,0.0,0.0,7.425,-19082.0,-5243.0,1.0,0,1,0,1,-8.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
383,5009338.0,1.0,0.0,0.0,6.75,-18674.0,-5304.0,1.0,1,1,0,2,-12.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
384,5009339.0,1.0,0.0,0.0,6.75,-18674.0,-5304.0,1.0,1,1,0,2,-34.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
392,5009349.0,1.0,0.0,0.0,18.0,-21155.0,-130.0,1.0,0,1,0,2,-30.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
393,5009354.0,1.0,0.0,0.0,18.0,-21155.0,-130.0,1.0,0,1,0,2,-5.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
394,5009355.0,0.0,0.0,0.0,13.5,-19692.0,-5273.0,1.0,1,1,0,2,-25.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
395,5009358.0,0.0,0.0,0.0,13.5,-19692.0,-5273.0,1.0,1,1,0,2,-25.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
426,5009402.0,1.0,0.0,0.0,20.25,-20604.0,-252.0,1.0,1,1,0,2,-7.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
427,5009403.0,1.0,0.0,0.0,20.25,-20604.0,-252.0,1.0,1,1,0,2,-44.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
434,5009415.0,0.0,0.0,0.0,9.0,-19304.0,-464.0,1.0,1,1,0,1,-7.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
435,5009416.0,0.0,0.0,0.0,9.0,-19304.0,-464.0,1.0,1,1,0,1,-2.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
436,5009417.0,0.0,0.0,0.0,9.0,-19304.0,-464.0,1.0,1,1,0,1,-4.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
437,5009418.0,0.0,0.0,0.0,9.0,-19304.0,-464.0,1.0,1,1,0,1,-6.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
438,5009419.0,0.0,0.0,0.0,9.0,-19304.0,-464.0,1.0,1,1,0,1,-13.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
439,5009420.0,0.0,0.0,0.0,9.0,-19304.0,-464.0,1.0,1,1,0,1,-16.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
440,5009421.0,0.0,0.0,0.0,9.0,-19304.0,-464.0,1.0,1,1,0,1,-28.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
441,5009423.0,0.0,0.0,0.0,8.1,-19569.0,-1013.0,1.0,0,0,0,2,-9.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
463,5009459.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-28.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
464,5009460.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-8.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
465,5009465.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-57.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
466,5009466.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-46.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
467,5009468.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-50.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
468,5009469.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-6.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
469,5009470.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-21.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
470,5009471.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-21.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
471,5009472.0,0.0,0.0,0.0,15.75,-19702.0,-9870.0,1.0,1,1,0,2,-31.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
518,5009543.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-59.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
519,5009545.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-48.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
520,5009546.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-35.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
521,5009548.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-1.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
522,5009551.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-48.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
523,5009553.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-23.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
524,5009554.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-35.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
525,5009555.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-53.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
526,5009556.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-4.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
527,5009557.0,0.0,0.0,0.0,19.8,-18813.0,-9748.0,1.0,0,0,0,2,-18.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,26.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
