,ID,Gender,Car,Reality,inc,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,wkphone,phone,email,famsize,begin_month,dep_value,target,ChldNo_0,ChldNo_1,ChldNo_2More,gp_inc_high,gp_inc_low,gp_inc_medium,Age,gp_Age_high,gp_Age_highest,gp_Age_low,gp_Age_lowest,gp_Age_medium,worktm,gp_worktm_high,gp_worktm_highest,gp_worktm_low,gp_worktm_lowest,gp_worktm_medium,famsizegp_1,famsizegp_2,famsizegp_3more,inctp_Commercial associate,inctp_State servant,inctp_Working,occyp_Laborwk,occyp_Other,occyp_hightecwk,occyp_officewk,houtp_Co-op apartment,houtp_House / apartment,houtp_Municipal apartment,houtp_Office apartment,houtp_Rented apartment,houtp_With parents,edutp_Higher education,edutp_Incomplete higher,edutp_Lower secondary,edutp_Secondary / secondary special,famtp_Civil marriage,famtp_Married,famtp_Separated,famtp_Single / not married,famtp_Widow
753,5009919.0,0.0,0.0,1.0,9.9,-12752.0,-433.0,1.0,0,1,0,4,-21.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
773,5009946.0,0.0,1.0,1.0,9.0,-12690.0,-4451.0,1.0,0,0,0,4,-30.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
774,5009947.0,0.0,1.0,1.0,9.0,-12690.0,-4451.0,1.0,0,0,0,4,-30.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
775,5009949.0,0.0,1.0,1.0,9.0,-12690.0,-4451.0,1.0,0,0,0,4,-6.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
776,5009950.0,0.0,1.0,1.0,9.0,-12690.0,-4451.0,1.0,0,0,0,4,-33.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
813,5010007.0,0.0,0.0,1.0,11.25,-10926.0,-3570.0,1.0,0,1,0,3,-52.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,9.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
814,5010009.0,0.0,0.0,1.0,11.25,-10926.0,-3570.0,1.0,0,1,0,3,-30.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,9.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
815,5010010.0,0.0,0.0,1.0,11.25,-10926.0,-3570.0,1.0,0,1,0,3,-44.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,9.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
816,5010011.0,0.0,0.0,1.0,11.25,-10926.0,-3570.0,1.0,0,1,0,3,-38.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,9.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
817,5010012.0,0.0,0.0,1.0,11.25,-10926.0,-3570.0,1.0,0,1,0,3,-9.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,9.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
818,5010015.0,0.0,1.0,1.0,11.25,-12896.0,-709.0,1.0,0,0,0,2,-8.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
819,5010016.0,0.0,1.0,1.0,11.25,-12896.0,-709.0,1.0,0,0,0,2,-9.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
820,5010017.0,0.0,1.0,1.0,11.25,-12896.0,-709.0,1.0,0,0,0,2,-17.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
821,5010018.0,0.0,1.0,1.0,11.25,-12896.0,-709.0,1.0,0,0,0,2,-27.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
822,5010019.0,0.0,1.0,1.0,11.25,-12896.0,-709.0,1.0,0,0,0,2,-55.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
825,5010023.0,0.0,0.0,1.0,13.5,-20782.0,-2321.0,1.0,0,0,0,2,-8.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
826,5010025.0,0.0,0.0,1.0,13.5,-20782.0,-2321.0,1.0,0,0,0,2,-20.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
827,5010026.0,0.0,0.0,1.0,13.5,-20782.0,-2321.0,1.0,0,0,0,2,-20.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
828,5010027.0,0.0,0.0,1.0,13.5,-20782.0,-2321.0,1.0,0,0,0,2,-44.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
829,5010028.0,0.0,0.0,1.0,13.5,-20782.0,-2321.0,1.0,0,0,0,2,-31.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
830,5010041.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-17.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
831,5010042.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-43.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
832,5010043.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-57.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
833,5010044.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-8.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
834,5010045.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-8.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
835,5010046.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-12.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
836,5010047.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-24.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
837,5010048.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-31.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
838,5010049.0,0.0,0.0,1.0,6.75,-21889.0,-8469.0,1.0,1,0,0,2,-28.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
910,5010165.0,0.0,0.0,1.0,13.5,-18501.0,-1866.0,1.0,0,0,0,2,-11.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
911,5010166.0,0.0,0.0,1.0,13.5,-18501.0,-1866.0,1.0,0,0,0,2,-16.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
912,5010170.0,0.0,0.0,1.0,13.5,-18501.0,-1866.0,1.0,0,0,0,2,-32.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
913,5010172.0,0.0,0.0,1.0,13.5,-21300.0,-464.0,1.0,0,0,0,2,-57.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
914,5010173.0,0.0,0.0,1.0,13.5,-21300.0,-464.0,1.0,0,0,0,2,-41.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1001,5010293.0,0.0,0.0,1.0,9.9,-10016.0,-1164.0,1.0,1,0,0,1,-5.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1002,5010294.0,0.0,0.0,1.0,9.9,-10016.0,-1164.0,1.0,1,0,0,1,-9.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1003,5010295.0,0.0,0.0,1.0,9.9,-10016.0,-1164.0,1.0,1,0,0,1,-13.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1031,5010358.0,0.0,0.0,1.0,12.6,-14265.0,-7373.0,1.0,1,1,0,2,-11.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,20.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1032,5010359.0,0.0,0.0,1.0,12.6,-14265.0,-7373.0,1.0,1,1,0,2,-4.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,20.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1177,5010599.0,0.0,0.0,1.0,9.0,-11864.0,-4513.0,1.0,0,0,0,4,-6.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1178,5010600.0,0.0,0.0,1.0,9.0,-11864.0,-4513.0,1.0,0,0,0,4,-1.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1179,5010601.0,0.0,0.0,1.0,9.0,-11864.0,-4513.0,1.0,0,0,0,4,-12.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1180,5010602.0,0.0,0.0,1.0,9.0,-11864.0,-4513.0,1.0,0,0,0,4,-18.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1181,5010603.0,0.0,0.0,1.0,9.0,-11864.0,-4513.0,1.0,0,0,0,4,-24.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1182,5010604.0,0.0,0.0,1.0,9.0,-11864.0,-4513.0,1.0,0,0,0,4,-29.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1183,5010605.0,0.0,0.0,1.0,9.0,-11864.0,-4513.0,1.0,0,0,0,4,-33.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1185,5010615.0,0.0,0.0,1.0,9.0,-21183.0,-1104.0,1.0,0,0,0,2,-53.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1186,5010616.0,0.0,0.0,1.0,9.0,-21183.0,-1104.0,1.0,0,0,0,2,-36.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1187,5010617.0,0.0,0.0,1.0,9.0,-21183.0,-1104.0,1.0,0,0,0,2,-44.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1202,5010645.0,0.0,1.0,1.0,6.75,-11925.0,-1621.0,1.0,0,0,0,4,-10.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1203,5010646.0,0.0,1.0,1.0,6.75,-11925.0,-1621.0,1.0,0,0,0,4,-4.0,No,0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1287,5010760.0,0.0,1.0,1.0,11.25,-13896.0,-344.0,1.0,0,0,0,2,-27.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1288,5010761.0,0.0,1.0,1.0,11.25,-13896.0,-344.0,1.0,0,0,0,2,-32.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1289,5010762.0,0.0,1.0,1.0,11.25,-13896.0,-344.0,1.0,0,0,0,2,-11.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1290,5010763.0,0.0,1.0,1.0,11.25,-13896.0,-344.0,1.0,0,0,0,2,-51.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1300,5010773.0,0.0,0.0,1.0,13.5,-14160.0,-4635.0,1.0,0,0,0,2,-19.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1301,5010774.0,0.0,0.0,1.0,13.5,-14160.0,-4635.0,1.0,0,0,0,2,-19.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1302,5010775.0,0.0,0.0,1.0,13.5,-14160.0,-4635.0,1.0,0,0,0,2,-21.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1309,5010789.0,0.0,0.0,1.0,9.9,-11039.0,-2809.0,1.0,0,0,0,3,-30.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1310,5010790.0,0.0,0.0,1.0,9.9,-11039.0,-2809.0,1.0,0,0,0,3,-14.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1311,5010791.0,0.0,0.0,1.0,9.9,-11039.0,-2809.0,1.0,0,0,0,3,-25.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1312,5010792.0,0.0,0.0,1.0,9.9,-11039.0,-2809.0,1.0,0,0,0,3,-25.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1313,5010793.0,0.0,0.0,1.0,9.9,-11039.0,-2809.0,1.0,0,0,0,3,-9.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1314,5010794.0,0.0,0.0,1.0,9.9,-11039.0,-2809.0,1.0,0,0,0,3,-12.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1324,5010804.0,0.0,0.0,1.0,13.5,-13833.0,-617.0,1.0,0,0,0,3,-19.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1325,5010805.0,0.0,0.0,1.0,13.5,-13833.0,-617.0,1.0,0,0,0,3,-11.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1326,5010806.0,0.0,0.0,1.0,13.5,-13833.0,-617.0,1.0,0,0,0,3,-11.0,No,0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
