user,activity,x_mean,y_mean,z_mean
1.0,5,1.3955000000000002,10.812000000000001,-0.91275
1.0,5,1.8645,10.60875,-0.66225
1.0,5,1.3465,10.952,-0.84425
1.0,5,1.4949999999999999,10.47025,-0.41475000000000006
1.0,5,1.6215,10.1035,-0.585
1.0,5,2.11575,10.677000000000001,-0.70875
1.0,5,1.5839999999999999,10.377500000000001,-0.3355
1.0,5,1.4445,10.3435,-0.38049999999999995
1.0,5,1.6145,10.40025,-0.703
1.0,5,1.5085000000000002,10.4605,-0.643
1.0,5,1.6865,10.364250000000002,-0.8877499999999999
1.0,5,1.9225,9.93825,-0.7137499999999999
1.0,5,1.45675,10.4345,-0.6775
1.0,5,1.5642500000000001,10.44175,-0.83525
1.0,5,1.68975,10.7145,-0.7535000000000001
1.0,5,1.7925,10.61575,-0.751
1.0,5,1.31,10.719249999999999,-0.9962500000000001
1.0,5,1.51525,10.9115,-0.5934999999999999
1.0,5,1.5185,10.30925,-0.5487500000000002
1.0,5,1.9485000000000003,9.67825,-0.47350000000000003
1.0,5,2.0475000000000003,10.47,-0.5562500000000001
1.0,5,2.5185000000000004,10.591,-0.5037499999999999
1.0,5,1.9024999999999999,10.397749999999998,-0.6860000000000002
1.0,5,2.09275,10.5835,-0.627
1.0,5,1.7085000000000001,10.48825,-0.70325
1.0,5,1.81175,10.5415,-0.9199999999999999
1.0,5,1.871,10.294500000000001,-0.7325000000000002
1.0,5,1.9627500000000002,10.31325,-0.28250000000000003
1.0,5,2.06925,10.4545,-0.5475
1.0,5,2.2830000000000004,10.684999999999999,-0.30925
1.0,5,2.0624999999999996,10.70775,-1.209
1.0,5,1.1192499999999999,10.4705,-0.8707499999999999
1.0,5,1.7015,10.31275,-0.861
1.0,5,1.4052499999999999,10.019749999999998,-0.95
1.0,5,1.717,10.46975,-0.94825
1.0,5,2.28625,10.4565,-0.8235000000000001
1.0,5,1.7360000000000002,10.517,-0.46625000000000005
1.0,5,1.38275,9.875000000000002,-1.0392500000000002
1.0,5,1.496,10.367250000000002,-0.8225000000000001
1.0,5,1.5989999999999998,10.27425,-0.7432500000000001
1.0,5,1.8150000000000002,10.54725,-0.6207499999999999
1.0,5,1.6420000000000001,10.453,-0.12175000000000002
1.0,5,1.51325,10.38175,-0.5885
1.0,5,1.8005,10.507,-0.4285
1.0,5,1.9285000000000003,10.18425,-0.526
1.0,5,2.306,10.6155,-0.7122499999999998
1.0,5,1.9264999999999997,10.5085,-0.9567500000000001
1.0,5,1.6902499999999996,10.43975,-0.8557499999999999
1.0,5,2.0989999999999998,10.239500000000001,-0.71675
1.0,5,2.0415,10.472999999999999,-0.3995
1.0,5,2.1254999999999997,10.467749999999999,-0.55425
1.0,5,2.30625,10.70775,-0.5192499999999999
1.0,5,1.797,10.2225,-1.246
1.0,5,1.7345,10.1905,-0.61575
1.0,5,1.568,10.27625,-0.9037499999999999
1.0,5,2.33525,10.51025,-0.5262499999999999
1.0,5,1.6055,10.75575,-1.19375
1.0,5,1.7985,10.24075,-0.97875
1.0,5,2.09925,10.232,-0.70425
1.0,5,2.27075,10.602,-0.7070000000000001
1.0,5,2.36775,10.94375,-0.4670000000000001
1.0,5,1.5372499999999998,10.531749999999999,-0.65325
1.0,5,1.754,9.93725,-0.44175000000000003
1.0,5,1.3032499999999998,10.24,-0.818
1.0,5,1.6315000000000002,10.62675,-0.66275
1.0,5,1.8350000000000002,10.578,-0.615
1.0,5,1.4222499999999996,10.821250000000001,-1.0767499999999999
1.0,5,1.1605,10.837250000000001,-0.6319999999999999
1.0,5,1.20125,10.6775,-0.43550000000000005
1.0,5,1.332,10.622,-0.4467499999999999
1.0,5,1.31975,10.481,-0.43949999999999995
1.0,5,1.4180000000000001,10.29825,-0.36574999999999996
1.0,5,1.4337499999999999,10.4685,-0.4357500000000001
1.0,5,1.43675,10.418000000000001,-0.10600000000000001
1.0,5,1.7742499999999999,10.31975,-0.17475
1.0,5,2.18375,10.75625,-0.3285
1.0,5,2.2655000000000003,10.666500000000001,-0.556
1.0,5,2.18075,10.905000000000001,-1.00275
1.0,5,2.1645000000000003,10.905,-0.6945
1.0,5,1.601025641025641,10.27051282051282,-0.7094871794871795
1.0,1,3.7674074074074073,10.488888888888889,0.24148148148148146
1.0,1,3.0442500000000003,7.35675,-0.5842499999999999
1.0,1,-1.693,8.19975,0.36949999999999994
1.0,1,-4.9335,7.292999999999999,1.613
1.0,1,-4.98225,5.278499999999999,1.1600000000000001
1.0,1,-6.732926829268294,4.4782926829268295,1.2880487804878047
1.0,1,-6.47775,3.27725,1.269
1.0,1,-7.141538461538461,0.8707692307692304,1.418205128205128
1.0,1,-5.89325,0.9292499999999999,1.7612499999999998
1.0,1,-7.441,0.15625000000000017,1.65625
1.0,1,-6.388780487804878,-1.7175609756097558,1.7000000000000002
1.0,1,-5.145897435897435,-1.3825641025641022,0.4869230769230768
1.0,1,-7.3180000000000005,-1.902,1.5665
1.0,1,-6.592439024390244,-2.7402439024390235,1.2702439024390244
1.0,1,-5.422999999999999,-2.28775,1.2185000000000001
1.0,1,-7.5176923076923075,-2.4179487179487174,1.3576923076923078
1.0,1,-6.870749999999999,-3.199,1.76475
1.0,1,-6.266999999999999,-2.6005,1.7002500000000005
1.0,1,-7.934878048780488,-2.7465853658536585,1.5092682926829268
1.0,1,-6.8212820512820524,-3.7071794871794874,1.5
1.0,1,-6.141707317073171,-2.329756097560975,0.8029268292682925
1.0,1,-7.318205128205129,-4.838461538461538,1.64
1.0,1,-3.2980487804878056,-6.339756097560975,0.32048780487804873
1.0,1,-0.69375,-6.2524999999999995,0.59375
1.0,1,3.4651282051282055,-7.655897435897436,0.9610256410256411
1.0,1,4.790000000000001,-6.821249999999999,0.54875
1.0,1,4.0504999999999995,-4.51125,1.27
1.0,1,3.714,-7.97475,0.6652499999999999
1.0,1,3.3932499999999997,-6.3004999999999995,0.28874999999999984
1.0,1,2.587073170731707,-5.622926829268293,0.314390243902439
1.0,1,2.97325,-7.833249999999998,1.005
1.0,1,4.035897435897437,-6.5825641025641035,0.25564102564102553
1.0,1,3.825609756097561,-5.995853658536586,1.0397560975609756
1.0,1,4.186153846153845,-6.848717948717949,1.385897435897436
1.0,1,5.26780487804878,-6.865853658536586,0.4029268292682926
1.0,1,3.427179487179487,-6.607179487179487,0.847948717948718
1.0,1,2.224146341463415,-8.035365853658538,0.5363414634146341
1.0,1,2.16875,-7.41575,0.007749999999999968
1.0,1,1.8552500000000003,-6.829749999999999,0.91625
1.0,1,1.275,-7.65725,0.31775
1.0,1,3.4802500000000003,-6.759750000000001,0.4202499999999999
1.0,1,1.886666666666667,-7.313589743589744,0.48051282051282046
1.0,1,3.521219512195122,-6.463902439024391,0.9339024390243901
1.0,1,3.891794871794872,-6.913333333333333,0.05512820512820514
1.0,1,1.9672499999999995,-7.394,0.76275
1.0,1,2.5067499999999994,-7.246,0.3377500000000001
1.0,1,4.169500000000001,-7.21775,0.5807499999999999
1.0,1,3.289,-7.3835,0.64825
1.0,1,2.844146341463415,-6.392682926829269,0.6102439024390243
1.0,1,4.4515,-7.116,0.5847499999999999
1.0,1,4.161499999999999,-5.46725,-0.03274999999999997
1.0,1,3.8256410256410263,-7.177692307692309,0.6094871794871795
1.0,1,5.742439024390244,-6.260487804878049,0.9063414634146343
1.0,1,5.226000000000001,-5.45875,0.69625
1.0,1,4.637948717948719,-6.841282051282053,1.4366666666666663
1.0,1,5.061749999999999,-5.87025,1.2325
1.0,1,4.743414634146341,-6.2926829268292686,0.5058536585365856
1.0,1,4.984615384615386,-6.0746153846153845,1.416923076923077
1.0,1,4.73625,-6.853999999999999,0.28974999999999984
1.0,1,5.625853658536585,-6.977073170731708,1.0082926829268293
1.0,1,5.65275,-4.9392499999999995,1.27775
1.0,1,6.565384615384616,-7.059230769230767,1.1900000000000002
1.0,1,5.897317073170732,-5.8846341463414635,0.42682926829268286
1.0,1,6.141500000000001,-5.1892499999999995,0.021750000000000113
1.0,1,4.872307692307692,-5.372820512820512,1.3512820512820511
1.0,1,5.531000000000001,-7.33925,0.1709999999999999
1.0,1,7.303658536585366,-5.797317073170731,0.3795121951219512
1.0,1,5.086,-4.9825,0.6137499999999999
1.0,1,5.9046153846153855,-6.7289743589743605,0.7025641025641024
1.0,1,8.166999999999998,-6.252750000000001,0.13299999999999992
1.0,1,6.996,-5.358499999999999,0.46849999999999997
1.0,1,6.7844999999999995,-5.304,0.8704999999999998
1.0,1,8.805365853658536,-3.9451219512195124,0.6687804878048781
1.0,1,7.464615384615383,-3.4056410256410268,-0.07461538461538457
1.0,1,7.952249999999999,-4.6815,0.7434999999999998
1.0,1,8.870731707317074,-2.5460975609756096,-0.23170731707317074
1.0,1,7.524249999999999,-2.4570000000000003,0.7349999999999998
1.0,1,7.934102564102566,-2.6658974358974357,0.8702564102564104
1.0,1,7.800975609756097,-0.9841463414634145,1.118048780487805
1.0,1,7.064,-1.372,1.57425
1.0,1,8.492564102564103,-1.5099999999999998,1.172051282051282
1.0,1,8.68725,0.9085000000000001,0.9137500000000001
1.0,1,7.1156097560975615,0.5609756097560977,0.7875609756097562
1.0,1,9.355,-0.4492499999999998,0.3475
1.0,1,8.074,1.948,0.61375
1.0,1,7.436249999999999,0.43249999999999955,0.6827499999999997
1.0,1,9.11825,0.16999999999999993,1.379
1.0,1,8.326410256410256,1.8943589743589742,0.5220512820512823
1.0,1,8.30658536585366,1.0312195121951215,0.9851219512195124
1.0,1,8.397692307692308,0.6058974358974359,1.3879487179487175
1.0,1,8.609512195121951,3.000731707317074,0.06243902439024374
1.0,1,8.645384615384616,2.0630769230769226,1.4869230769230768
1.0,1,8.33475,1.4229999999999996,1.2689999999999997
1.0,1,8.24,3.492926829268292,1.253170731707317
1.0,1,6.821250000000001,2.79,1.116
1.0,1,8.895128205128204,2.462051282051282,0.5512820512820513
1.0,1,7.992,3.9199999999999995,0.90425
1.0,1,6.24225,3.9512500000000004,0.9975000000000002
1.0,1,8.950487804878048,2.5370731707317074,1.2080487804878048
1.0,1,8.027000000000001,2.67875,1.2334999999999998
1.0,1,6.990769230769231,2.485897435897435,1.1607692307692306
1.0,1,9.82175,2.651,1.675
1.0,1,7.605609756097561,3.8200000000000003,0.9348780487804874
1.0,1,6.819743589743589,3.33,1.2864102564102562
1.0,1,9.689,2.9154999999999998,1.2602499999999999
1.0,1,7.61609756097561,2.81609756097561,1.2251219512195124
1.0,1,7.064,3.7444999999999995,0.20000000000000018
1.0,1,9.362307692307692,2.87,1.3510256410256414
1.0,1,7.919,3.597749999999999,1.2142499999999998
1.0,1,7.362,2.8747499999999997,1.06075
1.0,1,9.336341463414634,2.565853658536585,1.0812195121951216
1.0,1,7.817,4.194,1.4520000000000002
1.0,1,7.375897435897435,3.406666666666667,0.20128205128205123
1.0,1,8.745609756097561,2.524878048780488,2.0551219512195122
1.0,1,8.093333333333334,4.086153846153847,1.1646153846153846
1.0,1,8.114,3.138,1.0267500000000003
1.0,1,8.061250000000001,2.75375,0.66475
1.0,1,6.955499999999999,4.401,0.5025000000000001
1.0,1,8.301750000000002,2.9725,1.2425
1.0,1,7.604499999999999,3.74425,0.35949999999999993
1.0,1,7.984390243902438,3.6129268292682926,0.852926829268293
1.0,1,8.230250000000002,1.67375,-0.5965
1.0,1,8.92179487179487,2.706410256410257,1.196923076923077
1.0,1,8.180250000000001,5.694500000000001,0.46624999999999994
1.0,1,6.91775,6.628,1.8862499999999998
1.0,1,7.490833333333334,7.947500000000001,1.375
1.0,5,-2.03,7.06,-3.15
1.0,5,-4.491249999999999,9.117750000000001,0.19125000000000006
1.0,5,-7.212820512820513,7.7930769230769235,0.2587179487179488
1.0,5,-7.72225,6.960249999999999,-0.020749999999999914
1.0,5,-7.77780487804878,6.493902439024389,-0.08073170731707312
1.0,5,-7.934,6.680249999999999,0.012500000000000044
1.0,5,-7.91675,6.1105,-0.26325000000000004
1.0,5,-7.825,6.52925,-0.26324999999999993
1.0,5,-8.10925,6.533500000000001,-0.4105
1.0,5,-8.1275,6.3925,-0.35650000000000004
1.0,5,-8.014871794871798,6.523846153846154,-0.14641025641025643
1.0,5,-8.10575,6.64025,-0.3435
1.0,5,-7.686829268292682,6.471951219512196,-0.16243902439024385
1.0,5,-7.955250000000001,6.585499999999999,-0.5807500000000002
1.0,5,-7.9305,6.23775,-0.4442500000000001
1.0,5,-8.011,6.430250000000001,-0.24975
1.0,5,-8.0915,6.752000000000001,-0.36724999999999997
1.0,5,-7.9495000000000005,6.63775,-0.21449999999999997
1.0,5,-8.0215,6.664500000000001,0.053749999999999874
1.0,5,-8.13575,6.63125,-0.341
1.0,5,-8.238205128205129,6.637948717948718,-0.035897435897435735
1.0,5,-7.770500000000001,6.406750000000001,0.23699999999999996
1.0,5,-8.231463414634147,5.898536585365854,-0.16439024390243903
1.0,5,-8.2505,6.14825,-0.269
1.0,5,-8.09,6.2325,-0.24425000000000002
1.0,5,-8.1725,6.20775,-0.15675
1.0,5,-8.046410256410256,6.2610256410256415,-0.44871794871794873
1.0,5,-8.0665,6.534000000000001,-0.25250000000000006
1.0,5,-7.940487804878049,6.361219512195124,0.28414634146341466
1.0,5,-8.178999999999998,6.40425,0.13275
1.0,5,-8.2825,6.25125,-0.12575000000000003
1.0,5,-7.9925,6.08275,-0.44525
1.0,5,-8.508249999999999,6.303250000000001,0.06425
1.0,5,-8.264871794871798,5.821794871794872,-0.37025641025641026
1.0,5,-8.28951219512195,6.371463414634147,-0.18073170731707316
1.0,5,-8.420250000000001,6.4159999999999995,-0.06949999999999994
1.0,5,-8.438205128205128,6.634102564102564,-0.09076923076923074
1.0,5,-7.5825000000000005,6.14225,-0.02525000000000004
1.0,5,-8.12425,5.8515,-0.2745000000000001
1.0,5,-8.327,5.835,-0.27525000000000005
1.0,5,-8.278292682926828,6.0321951219512195,-0.15414634146341463
1.0,5,-8.4635,6.814749999999999,0.6745000000000001
1.0,5,-8.130500000000001,6.146,-0.04974999999999996
1.0,5,-8.2,6.065250000000001,-0.12250000000000001
1.0,5,-8.2835,6.317,-0.03749999999999996
1.0,5,-8.12974358974359,5.997179487179486,-0.20948717948717954
1.0,5,-8.385121951219512,6.097317073170732,0.1812195121951219
1.0,5,-8.31325,6.37975,-0.148
1.0,5,-8.012820512820513,6.44871794871795,0.09589743589743584
1.0,5,-8.30219512195122,5.934390243902439,-0.30487804878048774
1.0,5,-8.210749999999999,5.869,-0.009499999999999963
1.0,5,-8.463750000000001,5.82925,0.2935
1.0,5,-8.32375,6.05725,0.21850000000000006
1.0,5,-8.075897435897437,6.473333333333333,-0.12871794871794867
1.0,5,-8.2145,6.2562500000000005,0.03750000000000003
1.0,5,-7.854249999999999,6.088500000000001,0.06074999999999988
1.0,5,-8.41048780487805,6.062926829268293,-0.5734146341463415
1.0,5,-8.17575,6.24625,-0.34475000000000006
1.0,5,-8.1265,5.8955,-0.08200000000000003
1.0,5,-8.323,6.2995,0.0020000000000000686
1.0,5,-8.36925,6.21825,-0.10074999999999998
1.0,5,-8.491794871794871,6.005128205128206,-0.17333333333333342
1.0,5,-8.44425,6.3645,0.0615
1.0,5,-8.530975609756098,6.185609756097561,-0.20365853658536592
1.0,5,-8.38325,6.09975,0.10900000000000007
1.0,5,-8.17625,6.0424999999999995,-0.24299999999999997
1.0,5,-8.35675,5.98475,-0.15375
1.0,5,-8.3435,6.0755,-0.16650000000000006
1.0,5,-8.18625,6.07025,-0.07825000000000001
1.0,5,-7.791025641025642,5.835641025641026,0.000512820512820445
1.0,5,-8.283249999999999,6.247,-0.36375
1.0,5,-8.203658536585367,5.78780487804878,-0.06609756097560976
1.0,5,-8.152750000000001,5.9,-0.40499999999999997
1.0,5,-8.2975,5.854,0.32499999999999996
1.0,5,-8.43875,6.12725,-0.02149999999999993
1.0,5,-8.14,5.98475,-0.17450000000000002
1.0,5,-8.4705,6.1685,0.25775
1.0,5,-9.1521875,4.768125,1.5425
1.0,5,3.3666666666666663,10.943333333333335,-0.1311111111111112
1.0,5,2.588,10.754,0.261
1.0,5,0.531,11.20575,-0.05900000000000002
1.0,5,0.23256410256410268,10.190512820512822,0.10282051282051279
1.0,5,-0.01902439024390238,10.285853658536587,-0.08414634146341457
1.0,5,-0.5275,10.54825,-0.35200000000000004
1.0,5,-0.8940000000000001,10.442000000000002,0.014000000000000012
1.0,5,-0.7547499999999999,10.70075,0.20099999999999998
1.0,5,-0.69325,10.5515,0.029250000000000043
1.0,5,-0.9722500000000001,10.618,-0.007499999999999962
1.0,5,-0.9,10.655,0.3525
1.0,5,-0.49550000000000016,10.9175,0.11674999999999991
1.0,5,-0.6328205128205128,10.117692307692309,-0.010769230769230757
1.0,5,-1.3590243902439023,10.292682926829269,-0.15731707317073168
1.0,5,-0.9739999999999999,10.406,0.051249999999999976
1.0,5,-0.9710000000000001,10.51,0.251
1.0,5,-1.23675,10.46725,0.03025
1.0,5,-1.3582051282051277,10.72948717948718,-0.029999999999999954
1.0,5,-1.36,10.515,0.12550000000000003
1.0,5,-1.21925,10.41,0.2615
1.0,5,-1.3917073170731709,10.410731707317073,0.16463414634146337
1.0,5,-1.77025,10.328,-0.39150000000000007
1.0,5,-1.5805,10.489,-0.20974999999999996
1.0,5,-1.5815000000000001,10.632000000000001,0.049
1.0,5,-1.9720000000000002,10.613499999999998,-0.10974999999999997
1.0,5,-1.7684615384615388,10.388717948717947,-0.27
1.0,5,-1.7402500000000003,10.501750000000001,-0.029249999999999988
1.0,5,-1.8980487804878048,10.807560975609757,0.07878048780487806
1.0,5,-1.5935000000000001,10.56775,-0.13125000000000006
1.0,5,-1.8555,10.549000000000001,-0.35225
1.0,5,-1.6372500000000003,10.381,-0.20749999999999996
1.0,5,-1.4735000000000003,10.71775,0.11300000000000003
1.0,5,-1.6799999999999997,10.68625,0.29575000000000007
1.0,5,-1.5797500000000002,10.5865,0.025499999999999922
1.0,5,-1.7375,10.419749999999999,0.23249999999999998
1.0,5,-1.6560000000000001,10.328,-0.21875000000000008
1.0,5,-1.7067500000000002,10.461000000000002,0.09499999999999999
1.0,5,-1.68125,10.47775,0.2795
1.0,5,-1.7276923076923076,10.463333333333335,0.2246153846153846
1.0,5,-1.4639024390243904,10.415365853658535,0.18780487804878043
1.0,5,-1.4457499999999999,10.5345,0.32375
1.0,5,-1.3867500000000001,11.0685,-0.34175000000000005
1.0,5,-1.15925,10.405750000000001,-0.09999999999999995
1.0,5,-1.0795,10.5545,-0.15874999999999997
1.0,5,-1.3039999999999998,10.597,-0.04749999999999992
1.0,5,-1.3735897435897435,10.679487179487179,-0.03358974358974358
1.0,5,-1.28175,10.73425,0.08925000000000005
1.0,5,-0.9356097560975606,10.846829268292684,0.005121951219512205
1.0,5,-0.7032500000000002,10.60775,-0.31575
1.0,5,-0.36850000000000005,10.40325,-0.08499999999999996
1.0,5,-0.6046153846153848,10.336153846153845,-0.2984615384615385
1.0,5,-1.3060975609756096,10.898048780487805,-0.15780487804878046
1.0,5,-1.14025,10.95975,-0.4035000000000001
1.0,5,-1.0197499999999997,10.391,-0.17599999999999993
1.0,5,-0.8522500000000001,10.485,-0.29325
1.0,5,-1.1225,10.337,-0.40474999999999994
1.0,5,-1.0875,10.38775,-0.08324999999999998
1.0,5,-0.22925000000000012,10.78725,-0.65975
1.0,5,-0.82775,10.76525,0.042
1.0,5,-0.6794871794871795,10.916923076923078,0.08974358974358977
1.0,5,-0.49875000000000014,10.59075,-0.21024999999999996
1.0,5,-0.09675000000000003,10.082249999999998,0.06474999999999995
1.0,5,-0.2232499999999999,10.19275,-0.281
1.0,5,0.006829268292682976,10.444634146341464,-0.1443902439024391
1.0,5,0.184102564102564,10.527948717948718,-0.38051282051282054
1.0,5,0.7872499999999999,10.566500000000001,-0.25599999999999995
1.0,5,1.0265,10.475249999999999,-0.26675
1.0,5,1.3909756097560972,10.727560975609755,-0.3717073170731707
1.0,5,1.47375,10.57375,0.041749999999999975
1.0,5,1.3679999999999999,10.75775,-0.4432500000000001
1.0,5,1.8030000000000002,10.595,-0.39174999999999993
1.0,5,1.9900000000000002,10.61125,-0.0672499999999999
1.0,5,1.9741025641025642,10.569230769230769,0.02999999999999999
1.0,5,1.80975,10.5485,-0.1345
1.0,5,1.2382499999999999,10.61225,0.24050000000000007
1.0,5,-1.1042105263157895,10.24578947368421,0.9936842105263157
1.0,1,7.234285714285714,8.602857142857143,4.6242857142857146
1.0,1,3.8480000000000003,8.17025,0.986
1.0,1,5.95025,6.721000000000001,-1.2420000000000002
1.0,1,5.34625,5.976999999999999,0.17075000000000004
1.0,1,6.128500000000001,5.532,0.9585000000000001
1.0,1,7.200749999999999,6.369249999999999,0.19075000000000003
1.0,1,7.10275,4.55625,0.8664999999999996
1.0,1,7.99075,6.75925,1.28875
1.0,1,8.88625,5.901999999999999,1.0869999999999997
1.0,1,8.422749999999999,5.14725,1.7582499999999999
1.0,1,8.04525,5.612,1.45575
1.0,1,9.127,5.3,1.8295
1.0,1,8.558,4.898000000000001,1.4715
1.0,1,6.483750000000001,7.15375,1.4302499999999998
1.0,1,4.0375,7.554250000000001,1.4735
1.0,1,4.0835,7.89225,1.4677499999999999
1.0,1,3.2239999999999993,8.094750000000001,0.8547500000000001
1.0,1,5.11575,6.385249999999999,1.7985
1.0,1,4.842499999999999,7.9365000000000006,1.1822500000000002
1.0,1,1.4944999999999997,8.611500000000001,0.9535000000000002
1.0,1,3.5722499999999995,7.91525,1.2454999999999998
1.0,1,2.9197499999999996,8.013,1.4154999999999998
1.0,1,2.0695,8.411249999999999,0.7937499999999998
1.0,1,3.21975,7.0055000000000005,1.1787499999999997
1.0,1,2.36475,8.25575,1.46425
1.0,1,1.4195,7.478,1.1312499999999999
1.0,1,3.1494999999999997,6.24875,0.21600000000000003
1.0,1,0.9697500000000001,8.28425,1.1867500000000002
1.0,1,-0.12524999999999994,6.707249999999999,1.0685000000000002
1.0,1,-0.5109999999999999,6.21375,0.852
1.0,1,-0.6827499999999997,8.477,0.93225
1.0,1,-0.664,7.231999999999999,1.6325000000000003
1.0,1,-0.03625000000000025,7.363249999999999,1.1640000000000001
1.0,1,-1.47625,8.207,1.6167500000000001
1.0,1,0.9042499999999999,7.507999999999998,1.3344999999999998
1.0,1,1.4364999999999999,7.706,0.7124999999999999
1.0,1,2.62725,7.418000000000001,0.8122499999999999
1.0,1,2.302,8.599,1.3152499999999998
1.0,1,1.80775,7.4415,0.877
1.0,1,-0.29325,7.51075,0.86425
1.0,1,-0.13499999999999995,8.5295,1.4590000000000003
1.0,1,-0.5649999999999996,7.34125,1.611
1.0,1,-1.249,7.4944999999999995,1.3405
1.0,1,-0.9254999999999998,7.86275,1.0122499999999999
1.0,1,0.19524999999999987,7.694749999999999,1.08225
1.0,1,-0.0007500000000000284,8.0615,0.43900000000000006
1.0,1,0.3574999999999998,7.307249999999999,1.1035000000000001
